Index,title,artist,image,rank,year
2213,I Kissed A Girl,Katy Perry,https://charts-static.billboard.com/img/2008/05/katy-perry-l8p-53x53.jpg,14,2008
2214,Whatever You Like,T.I.,https://charts-static.billboard.com/img/2008/08/ti-e27-53x53.jpg,15,2008
2215,Disturbia,Rihanna,https://charts-static.billboard.com/img/2008/06/rihanna-v3t-53x53.jpg,16,2008
2216,Don't Stop The Music,Rihanna,https://charts-static.billboard.com/img/2005/06/rihanna-t38-53x53.jpg,17,2008
2217,Pocketful Of Sunshine,Natasha Bedingfield,https://charts-static.billboard.com/img/2008/02/natasha-bedingfield-z7w-53x53.jpg,18,2008
2218,Kiss Kiss,Chris Brown Featuring T-Pain,https://charts-static.billboard.com/img/2007/08/chris-brown-abf-53x53.jpg,19,2008
2219,Closer,Ne-Yo,https://charts-static.billboard.com/img/2008/04/ne-yo-9u2-53x53.jpg,20,2008
2220,Bubbly,Colbie Caillat,https://charts-static.billboard.com/img/1840/12/colbie-caillat-p3m-53x53.jpg,21,2008
2221,Touch My Body,Mariah Carey,https://charts-static.billboard.com/img/2008/02/mariah-carey-tgq-53x53.jpg,22,2008
2222,4 Minutes,Madonna Featuring Justin Timberlake & Timbaland,https://charts-static.billboard.com/img/1982/11/madonna-mcq-53x53.jpg,23,2008
2223,So What,P!nk,https://charts-static.billboard.com/img/2008/08/pnk-u9h-53x53.jpg,24,2008
2224,Paralyzer,Finger Eleven,https://charts-static.billboard.com/img/2006/12/finger-eleven-7ug-53x53.jpg,25,2008
2225,Clumsy,Fergie,https://charts-static.billboard.com/img/2007/10/fergie-8pu-53x53.jpg,26,2008
2226,I'm Yours,Jason Mraz,https://charts-static.billboard.com/img/1840/12/jason-mraz-5w0-53x53.jpg,27,2008
2227,Leavin',Jesse McCartney,https://charts-static.billboard.com/img/2008/03/jesse-mccartney-2fg-53x53.jpg,28,2008
2228,Dangerous,Kardinal Offishall Featuring Akon,https://charts-static.billboard.com/img/2008/04/kardinal-offishall-e7y-53x53.jpg,29,2008
2229,Tattoo,Jordin Sparks,https://charts-static.billboard.com/img/2007/09/jordin-sparks-v2k-53x53.jpg,30,2008
2230,See You Again,Miley Cyrus,https://charts-static.billboard.com/img/2007/11/miley-cyrus-clj-53x53.jpg,31,2008
2231,Shake It,Metro Station,https://charts-static.billboard.com/img/2008/03/metro-station-o8r-53x53.jpg,32,2008
2232,Stop And Stare,OneRepublic,https://charts-static.billboard.com/img/2007/12/onerepublic-bjw-53x53.jpg,33,2008
2233,Take You There,Sean Kingston,https://charts-static.billboard.com/img/2007/10/sean-kingston-qzx-53x53.jpg,34,2008
2234,Paper Planes,M.I.A.,https://charts-static.billboard.com/img/2008/03/mia-1-rep-53x53.jpg,35,2008
2235,Hot N Cold,Katy Perry,https://charts-static.billboard.com/img/2008/07/katy-perry-04d-53x53.jpg,36,2008
2236,Live Your Life,T.I. Featuring Rihanna,https://charts-static.billboard.com/img/2008/09/ti-e27-53x53.jpg,37,2008
2237,Bust It Baby Part 2,Plies Featuring Ne-Yo,https://charts-static.billboard.com/img/2008/03/plies-yvr-53x53.jpg,38,2008
2238,American Boy,Estelle Featuring Kanye West,https://charts-static.billboard.com/img/2008/03/estelle-qic-53x53.jpg,39,2008
2239,Got Money,Lil Wayne Featuring T-Pain,https://charts-static.billboard.com/img/2017/08/lil-wayne-53x53.jpg,40,2008
2240,Our Song,Taylor Swift,https://charts-static.billboard.com/img/2006/07/taylor-swift-w40-53x53.jpg,41,2008
2241,Damaged,Danity Kane,https://charts-static.billboard.com/img/2008/03/danity-kane-gn6-53x53.jpg,42,2008
2242,A Milli,Lil Wayne,https://charts-static.billboard.com/img/2008/05/lil-wayne-9q6-53x53.jpg,43,2008
2243,Sorry,Buckcherry,https://charts-static.billboard.com/img/2007/10/buckcherry-o0u-53x53.jpg,44,2008
2244,Independent,Webbie Featuring Lil' Phat & Lil' Boosie,https://charts-static.billboard.com/img/2007/10/webbie-s51-53x53.jpg,45,2008
2245,Can't Believe It,T-Pain Featuring Lil Wayne,https://charts-static.billboard.com/img/2017/07/tpain-53x53.jpg,46,2008
2246,Like You'll Never See Me Again,Alicia Keys,https://charts-static.billboard.com/img/2007/11/alicia-keys-xkr-53x53.jpg,47,2008
2247,Teardrops On My Guitar,Taylor Swift,https://charts-static.billboard.com/img/2007/02/taylor-swift-p7u-teardrops-on-my-guitar-nq6-53x53.jpg,48,2008
2248,When I Grow Up,The Pussycat Dolls,https://charts-static.billboard.com/img/2008/06/the-pussycat-dolls-t1l-53x53.jpg,49,2008
2249,Sensual Seduction,Snoop Dogg,https://charts-static.billboard.com/img/2007/11/snoop-dogg-1sy-sensual-seduction-83r-53x53.jpg,50,2008
2250,What You Got,Colby O'Donis Featuring Akon,https://charts-static.billboard.com/img/2008/02/colby-odonis-gai-53x53.jpg,51,2008
2251,It's Not My Time,3 Doors Down,https://charts-static.billboard.com/img/2008/03/3-doors-down-qu6-53x53.jpg,52,2008
2252,Better In Time,Leona Lewis,https://charts-static.billboard.com/img/2008/04/leona-lewis-8c8-53x53.jpg,53,2008
2253,Crank That (Soulja Boy),Soulja Boy Tell'em,https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-53x53.jpg,54,2008
2254,Shadow Of The Day,Linkin Park,https://charts-static.billboard.com/img/2007/08/linkin-park-brd-53x53.jpg,55,2008
2255,Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne & Niia",https://charts-static.billboard.com/img/2007/09/wyclef-jean-wpq-53x53.jpg,56,2008
2256,Miss Independent,Ne-Yo,https://charts-static.billboard.com/img/2008/08/ne-yo-kuu-53x53.jpg,57,2008
2257,Fall For You,Secondhand Serenade,https://charts-static.billboard.com/img/2008/03/secondhand-serenade-uco-53x53.jpg,58,2008
2258,In The Ayer,Flo Rida Featuring will.i.am,https://charts-static.billboard.com/img/2008/05/flo-rida-8v1-53x53.jpg,59,2008
2259,Say,John Mayer,https://charts-static.billboard.com/img/2007/12/john-mayer-4ke-53x53.jpg,60,2008
2260,One Step At A Time,Jordin Sparks,https://charts-static.billboard.com/img/2008/05/jordin-sparks-v2k-53x53.jpg,61,2008
2261,Hate That I Love You,Rihanna Featuring Ne-Yo,https://charts-static.billboard.com/img/2005/06/rihanna-t38-53x53.jpg,62,2008
2262,Superstar,Lupe Fiasco Featuring Matthew Santos,https://charts-static.billboard.com/img/2007/10/lupe-fiasco-pvm-53x53.jpg,63,2008
2263,Suffocate,J. Holiday,https://charts-static.billboard.com/img/2007/10/j-holiday-enm-53x53.jpg,64,2008
2264,Let It Rock,Kevin Rudolf Featuring Lil Wayne,https://charts-static.billboard.com/img/2008/08/kevin-rudolf-872-53x53.jpg,65,2008
2265,Get Like Me,David Banner Featuring Chris Brown,https://charts-static.billboard.com/img/2008/01/david-banner-3rs-53x53.jpg,66,2008
2266,Realize,Colbie Caillat,https://charts-static.billboard.com/img/2007/08/colbie-caillat-961-53x53.jpg,67,2008
2267,Put On,Young Jeezy Featuring Kanye West,https://charts-static.billboard.com/img/2008/05/jeezy-g79-53x53.jpg,68,2008
2268,The Time Of My Life,David Cook,https://charts-static.billboard.com/img/2008/06/david-cook-4hg-53x53.jpg,69,2008
2269,Lolli Lolli (Pop That Body),"Three 6 Mafia Featuring Project Pat, Young D & Superpower",https://charts-static.billboard.com/img/2008/04/three-6-mafia-wgx-53x53.jpg,70,2008
2270,Cyclone,Baby Bash Featuring T-Pain,https://charts-static.billboard.com/img/2007/06/baby-bash-kcz-53x53.jpg,71,2008
2271,Love Like This,Natasha Bedingfield Featuring Sean Kingston,https://charts-static.billboard.com/img/2007/10/natasha-bedingfield-z7w-53x53.jpg,72,2008
2272,Burnin' Up,Jonas Brothers,https://charts-static.billboard.com/img/2006/08/jonas-brothers-r3d-53x53.jpg,73,2008
2273,Love Lockdown,Kanye West,https://charts-static.billboard.com/img/2008/09/kanye-west-nwz-love-lockdown-mk3-53x53.jpg,74,2008
2274,I Luv Your Girl,The-Dream,https://charts-static.billboard.com/img/2008/02/the-dream-8ca-53x53.jpg,75,2008
2275,Crush,David Archuleta,https://charts-static.billboard.com/img/2008/08/david-archuleta-q6g-crush-45n-53x53.jpg,76,2008
2276,Hypnotized,Plies Featuring Akon,https://charts-static.billboard.com/img/2007/09/plies-yvr-53x53.jpg,77,2008
2277,Big Girls Don't Cry,Fergie,https://charts-static.billboard.com/img/2007/05/fergie-8pu-53x53.jpg,78,2008
2278,Good Life,Kanye West Featuring T-Pain,https://charts-static.billboard.com/img/2003/03/kanye-west-0wf-53x53.jpg,79,2008
2279,Womanizer,Britney Spears,https://charts-static.billboard.com/img/1998/10/britney-spears-8nl-53x53.jpg,80,2008
2280,Love Story,Taylor Swift,https://charts-static.billboard.com/img/2008/09/taylor-swift-70p-53x53.jpg,81,2008
2281,Just Fine,Mary J. Blige,https://charts-static.billboard.com/img/2007/10/mary-j-blige-9d1-53x53.jpg,82,2008
2282,Piece Of Me,Britney Spears,https://charts-static.billboard.com/img/2007/11/britney-spears-p3t-piece-of-me-18r-53x53.jpg,83,2008
2283,The Boss,Rick Ross Featuring T-Pain,https://charts-static.billboard.com/img/2008/01/rick-ross-oua-53x53.jpg,84,2008
2284,All Summer Long,Kid Rock,https://charts-static.billboard.com/img/2008/04/kid-rock-qaf-53x53.jpg,85,2008
2285,Can't Help But Wait,Trey Songz,https://charts-static.billboard.com/img/2007/08/trey-songz-kc8-53x53.jpg,86,2008
2286,In Love With A Girl,Gavin DeGraw,https://charts-static.billboard.com/img/2008/03/gavin-degraw-n1q-53x53.jpg,87,2008
2287,My Life,The Game Featuring Lil Wayne,https://charts-static.billboard.com/img/2008/08/the-game-r55-my-life-51n-53x53.jpg,88,2008
2288,I Remember,Keyshia Cole,https://charts-static.billboard.com/img/2007/10/keyshia-cole-3ov-53x53.jpg,89,2008
2289,Flashing Lights,Kanye West Featuring Dwele,https://charts-static.billboard.com/img/2003/03/kanye-west-0wf-53x53.jpg,90,2008
2290,Mrs. Officer,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,https://charts-static.billboard.com/img/2017/08/lil-wayne-53x53.jpg,91,2008
2291,7 Things,Miley Cyrus,https://charts-static.billboard.com/img/2008/05/miley-cyrus-clj-53x53.jpg,92,2008
2292,You're Gonna Miss This,Trace Adkins,https://charts-static.billboard.com/img/2007/12/trace-adkins-bo9-53x53.jpg,93,2008
2293,Love Remains The Same,Gavin Rossdale,https://charts-static.billboard.com/img/2008/04/gavin-rossdale-rc7-53x53.jpg,94,2008
2294,Feels Like Tonight,Daughtry,https://charts-static.billboard.com/img/2008/01/daughtry-uco-53x53.jpg,95,2008
2295,The Way I Are,Timbaland Featuring Keri Hilson,https://charts-static.billboard.com/img/2007/05/timbaland-3i9-53x53.jpg,96,2008
2296,Addicted,Saving Abel,https://charts-static.billboard.com/img/2008/02/saving-abel-2fn-53x53.jpg,97,2008
2297,Into The Night,Santana Featuring Chad Kroeger,https://charts-static.billboard.com/img/2007/09/santana-fo5-53x53.jpg,98,2008
2298,Heaven Sent,Keyshia Cole,https://charts-static.billboard.com/img/2017/03/keyshia-cole-53x53.jpg,99,2008
2299,She Got It,2 Pistols Featuring T-Pain & Tay Dizm,https://charts-static.billboard.com/img/2008/01/2-pistols-73y-53x53.jpg,100,2008
2300,Boom Boom Pow,The Black Eyed Peas,https://charts-static.billboard.com/img/2009/03/the-black-eyed-peas-kvc-boom-boom-pow-we6-53x53.jpg,1,2009
2301,Poker Face,Lady Gaga,https://charts-static.billboard.com/img/2008/09/lady-gaga-gyl-53x53.jpg,2,2009
2302,Just Dance,Lady Gaga Featuring Colby O'Donis,https://charts-static.billboard.com/img/2008/04/lady-gaga-gyl-53x53.jpg,3,2009
2303,I Gotta Feeling,The Black Eyed Peas,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-wdp-53x53.jpg,4,2009
2304,Love Story,Taylor Swift,https://charts-static.billboard.com/img/2008/09/taylor-swift-70p-53x53.jpg,5,2009
2305,Right Round,Flo Rida,https://charts-static.billboard.com/img/2009/01/flo-rida-8v1-53x53.jpg,6,2009
2306,I'm Yours,Jason Mraz,https://charts-static.billboard.com/img/1840/12/jason-mraz-5w0-53x53.jpg,7,2009
2307,Single Ladies (Put A Ring On It),Beyonce,https://charts-static.billboard.com/img/2002/06/beyonce-0na-53x53.jpg,8,2009
2308,Heartless,Kanye West,https://charts-static.billboard.com/img/2003/03/kanye-west-0wf-53x53.jpg,9,2009
2309,Gives You Hell,The All-American Rejects,https://charts-static.billboard.com/img/2008/10/the-all-american-rejects-yky-53x53.jpg,10,2009
2310,You Belong With Me,Taylor Swift,https://charts-static.billboard.com/img/2006/07/taylor-swift-w40-53x53.jpg,11,2009
2311,Dead And Gone,T.I. Featuring Justin Timberlake,https://charts-static.billboard.com/img/2008/10/ti-e27-53x53.jpg,12,2009
2312,You Found Me,The Fray,https://charts-static.billboard.com/img/2016/11/the-fray-53x53.jpg,13,2009
2313,Use Somebody,Kings Of Leon,https://charts-static.billboard.com/img/2016/11/kings-of-leon-53x53.jpg,14,2009
2314,Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,https://charts-static.billboard.com/img/2009/03/keri-hilson-1r3-53x53.jpg,15,2009
2315,Blame It,Jamie Foxx Featuring T-Pain,https://charts-static.billboard.com/img/1840/12/jamie-foxx-et9-53x53.jpg,16,2009
2316,I Know You Want Me (Calle Ocho),Pitbull,https://charts-static.billboard.com/img/2009/01/pitbull-odu-53x53.jpg,17,2009
2317,Live Your Life,T.I. Featuring Rihanna,https://charts-static.billboard.com/img/2008/09/ti-e27-53x53.jpg,18,2009
2318,Kiss Me Thru The Phone,Soulja Boy Tell 'em Featuring Sammie,https://charts-static.billboard.com/img/2008/12/soulja-boy-4vz-53x53.jpg,19,2009
2319,Down,Jay Sean Featuring Lil Wayne,https://charts-static.billboard.com/img/2009/07/jay-sean-fk9-53x53.jpg,20,2009
2320,The Climb,Miley Cyrus,https://charts-static.billboard.com/img/2009/02/miley-cyrus-clj-53x53.jpg,21,2009
2321,Best I Ever Had,Drake,https://charts-static.billboard.com/img/2009/04/drake-hq6-53x53.jpg,22,2009
2322,My Life Would Suck Without You,Kelly Clarkson,https://charts-static.billboard.com/img/2009/01/kelly-clarkson-091-53x53.jpg,23,2009
2323,Halo,Beyonce,https://charts-static.billboard.com/img/2009/01/beyonce-uwg-halo-ln8-53x53.jpg,24,2009
2324,Hot N Cold,Katy Perry,https://charts-static.billboard.com/img/2008/07/katy-perry-04d-53x53.jpg,25,2009
2325,Second Chance,Shinedown,https://charts-static.billboard.com/img/2008/09/shinedown-pjk-53x53.jpg,26,2009
2326,Circus,Britney Spears,https://charts-static.billboard.com/img/1998/10/britney-spears-8nl-53x53.jpg,27,2009
2327,Day 'N' Nite,Kid Cudi,https://charts-static.billboard.com/img/2008/11/kid-cudi-f7w-53x53.jpg,28,2009
2328,Party In The U.S.A.,Miley Cyrus,https://charts-static.billboard.com/img/2009/08/miley-cyrus-clj-53x53.jpg,29,2009
2329,Don't Trust Me,3OH!3,https://charts-static.billboard.com/img/2008/11/3oh3-eia-53x53.jpg,30,2009
2330,Run This Town,"Jay-Z, Rihanna & Kanye West",https://charts-static.billboard.com/img/2009/08/jay-z-g81-53x53.jpg,31,2009
2331,Let It Rock,Kevin Rudolf Featuring Lil Wayne,https://charts-static.billboard.com/img/2008/08/kevin-rudolf-872-53x53.jpg,32,2009
2332,Fire Burning,Sean Kingston,https://charts-static.billboard.com/img/2009/05/sean-kingston-qzx-53x53.jpg,33,2009
2333,Whatcha Say,Jason Derulo,https://charts-static.billboard.com/img/2009/07/jason-derulo-3xq-53x53.jpg,34,2009
2334,LoveGame,Lady Gaga,https://charts-static.billboard.com/img/2008/09/lady-gaga-gyl-53x53.jpg,35,2009
2335,Waking Up In Vegas,Katy Perry,https://charts-static.billboard.com/img/2009/05/katy-perry-l8p-53x53.jpg,36,2009
2336,Birthday Sex,Jeremih,https://charts-static.billboard.com/img/2009/02/jeremih-684-53x53.jpg,37,2009
2337,Sober,P!nk,https://charts-static.billboard.com/img/2008/11/pnk-u9h-53x53.jpg,38,2009
2338,Womanizer,Britney Spears,https://charts-static.billboard.com/img/1998/10/britney-spears-8nl-53x53.jpg,39,2009
2339,Whatever You Like,T.I.,https://charts-static.billboard.com/img/2008/08/ti-e27-53x53.jpg,40,2009
2340,Obsessed,Mariah Carey,https://charts-static.billboard.com/img/2009/06/mariah-carey-tgq-53x53.jpg,41,2009
2341,Mad,Ne-Yo,https://charts-static.billboard.com/img/2008/10/ne-yo-kuu-mad-5uo-53x53.jpg,42,2009
2342,Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,https://charts-static.billboard.com/img/2009/05/cobra-starship-g9t-53x53.jpg,43,2009
2343,Love Lockdown,Kanye West,https://charts-static.billboard.com/img/2008/09/kanye-west-nwz-love-lockdown-mk3-53x53.jpg,44,2009
2344,So What,P!nk,https://charts-static.billboard.com/img/2008/08/pnk-u9h-53x53.jpg,45,2009
2345,Hotel Room Service,Pitbull,https://charts-static.billboard.com/img/2009/06/pitbull-odu-53x53.jpg,46,2009
2346,Crack A Bottle,"Eminem, Dr. Dre & 50 Cent",https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f,47,2009
2347,If I Were A Boy,Beyonce,https://charts-static.billboard.com/img/2008/10/beyonce-uwg-if-i-were-a-boy-ibl-53x53.jpg,48,2009
2348,Turnin Me On,Keri Hilson Featuring Lil Wayne,https://charts-static.billboard.com/img/2008/10/keri-hilson-1r3-53x53.jpg,49,2009
2349,I Hate This Part,The Pussycat Dolls,https://charts-static.billboard.com/img/2008/11/the-pussycat-dolls-t1l-53x53.jpg,50,2009
2350,Gotta Be Somebody,Nickelback,https://charts-static.billboard.com/img/2008/10/nickelback-v3l-gotta-be-somebody-c3n-53x53.jpg,51,2009
2351,Please Don't Leave Me,P!nk,https://charts-static.billboard.com/img/2008/11/pnk-e1s-53x53.jpg,52,2009
2352,Paparazzi,Lady Gaga,https://charts-static.billboard.com/img/2009/06/lady-gaga-gyl-53x53.jpg,53,2009
2353,Beautiful,Akon Featuring Colby O'Donis & Kardinal Offishall,https://charts-static.billboard.com/img/2008/12/akon-5il-53x53.jpg,54,2009
2354,Viva La Vida,Coldplay,https://charts-static.billboard.com/img/2008/05/coldplay-j2u-53x53.jpg,55,2009
2355,Right Now (Na Na Na),Akon,https://charts-static.billboard.com/img/2008/10/akon-5il-53x53.jpg,56,2009
2356,Battlefield,Jordin Sparks,https://charts-static.billboard.com/img/2009/05/jordin-sparks-v2k-53x53.jpg,57,2009
2357,Sugar,Flo Rida Featuring Wynter,https://charts-static.billboard.com/img/2009/04/flo-rida-8v1-53x53.jpg,58,2009
2358,Miss Independent,Ne-Yo,https://charts-static.billboard.com/img/2008/08/ne-yo-kuu-53x53.jpg,59,2009
2359,Fireflies,Owl City,https://charts-static.billboard.com/img/2009/08/owl-city-1t0-53x53.jpg,60,2009
2360,New Divide,Linkin Park,https://charts-static.billboard.com/img/2009/06/linkin-park-brd-53x53.jpg,61,2009
2361,Empire State Of Mind,Jay-Z + Alicia Keys,https://charts-static.billboard.com/img/2009/09/jay-z-gbw-53x53.jpg,62,2009
2362,No Surprise,Daughtry,https://charts-static.billboard.com/img/2009/05/daughtry-uco-53x53.jpg,63,2009
2363,She Wolf,Shakira,https://charts-static.billboard.com/img/1996/03/shakira-snl-53x53.jpg,64,2009
2364,Break Up,Mario Featuring Gucci Mane & Sean Garrett,https://charts-static.billboard.com/img/2009/05/mario-bu9-53x53.jpg,65,2009
2365,Sweet Dreams,Beyonce,https://charts-static.billboard.com/img/2002/06/beyonce-0na-53x53.jpg,66,2009
2366,Every Girl,Young Money,https://charts-static.billboard.com/img/2009/04/young-money-7wj-53x53.jpg,67,2009
2367,Fallin' For You,Colbie Caillat,https://charts-static.billboard.com/img/2009/06/colbie-caillat-961-53x53.jpg,68,2009
2368,Untouched,The Veronicas,https://charts-static.billboard.com/img/2008/07/the-veronicas-ixh-53x53.jpg,69,2009
2369,If Today Was Your Last Day,Nickelback,https://charts-static.billboard.com/img/2017/07/nickelback-53x53.jpg,70,2009
2370,Throw It In The Bag,Fabolous Featuring The-Dream,https://charts-static.billboard.com/img/2009/05/fabolous-3lg-53x53.jpg,71,2009
2371,Love Drunk,Boys Like Girls,https://charts-static.billboard.com/img/2009/07/boys-like-girls-9nc-53x53.jpg,72,2009
2372,I Love College,Asher Roth,https://charts-static.billboard.com/img/2009/02/asher-roth-96i-53x53.jpg,73,2009
2373,If U Seek Amy,Britney Spears,https://charts-static.billboard.com/img/1998/10/britney-spears-8nl-53x53.jpg,74,2009
2374,Big Green Tractor,Jason Aldean,https://charts-static.billboard.com/img/2009/05/jason-aldean-sa0-53x53.jpg,75,2009
2375,White Horse,Taylor Swift,https://charts-static.billboard.com/img/2008/11/taylor-swift-70p-white-horse-5cg-53x53.jpg,76,2009
2376,Disturbia,Rihanna,https://charts-static.billboard.com/img/2008/06/rihanna-v3t-53x53.jpg,77,2009
2377,21 Guns,Green Day,https://charts-static.billboard.com/img/2009/05/green-day-qwn-53x53.jpg,78,2009
2378,Turn My Swag On,Soulja Boy Tell'em,https://charts-static.billboard.com/img/2008/12/soulja-boy-4vz-53x53.jpg,79,2009
2379,Rockin' That Thang,The-Dream,https://charts-static.billboard.com/img/2008/12/the-dream-8ca-53x53.jpg,80,2009
2380,Chicken Fried,Zac Brown Band,https://charts-static.billboard.com/img/2008/06/zac-brown-band-elb-53x53.jpg,81,2009
2381,Diva,Beyonce,https://charts-static.billboard.com/img/2002/06/beyonce-0na-53x53.jpg,82,2009
2382,Replay,Iyaz,https://charts-static.billboard.com/img/2009/08/iyaz-a7g-53x53.jpg,83,2009
2383,Then,Brad Paisley,https://charts-static.billboard.com/img/2009/04/brad-paisley-ws4-53x53.jpg,84,2009
2384,Her Diamonds,Rob Thomas,https://charts-static.billboard.com/img/2009/05/rob-thomas-qfd-53x53.jpg,85,2009
2385,How Do You Sleep?,Jesse McCartney Featuring Ludacris,https://charts-static.billboard.com/img/2008/12/jesse-mccartney-2fg-53x53.jpg,86,2009
2386,3,Britney Spears,https://charts-static.billboard.com/img/2009/10/britney-spears-s89-53x53.jpg,87,2009
2387,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",https://charts-static.billboard.com/img/2009/09/drake-hq6-53x53.jpg,88,2009
2388,One Time,Justin Bieber,https://charts-static.billboard.com/img/2009/07/justin-bieber-4oh-one-time-1qz-53x53.jpg,89,2009
2389,I Run To You,Lady Antebellum,https://charts-static.billboard.com/img/2009/01/lady-antebellum-g3u-53x53.jpg,90,2009
2390,I Do Not Hook Up,Kelly Clarkson,https://charts-static.billboard.com/img/2009/03/kelly-clarkson-091-53x53.jpg,91,2009
2391,Green Light,John Legend Featuring Andre 3000,https://charts-static.billboard.com/img/2008/08/john-legend-xtz-53x53.jpg,92,2009
2392,People Are Crazy,Billy Currington,https://charts-static.billboard.com/img/2009/03/billy-currington-kzk-53x53.jpg,93,2009
2393,Whatever It Is,Zac Brown Band,https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f,94,2009
2394,Already Gone,Kelly Clarkson,https://charts-static.billboard.com/img/2009/03/kelly-clarkson-091-53x53.jpg,95,2009
2395,Goodbye,Kristinia DeBarge,https://charts-static.billboard.com/img/2009/04/kristinia-debarge-9ho-53x53.jpg,96,2009
2396,Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,https://charts-static.billboard.com/img/2008/08/michael-franti-spearhead-nf2-53x53.jpg,97,2009
2397,Pop Champagne,Jim Jones & Ron Browz Featuring Juelz Santana,https://charts-static.billboard.com/img/2008/09/jim-jones-bmq-53x53.jpg,98,2009
2398,Pretty Wings,Maxwell,https://charts-static.billboard.com/img/2017/03/maxwell-53x53.jpg,99,2009
2399,Never Say Never,The Fray,https://charts-static.billboard.com/img/2009/02/the-fray-2ey-53x53.jpg,100,2009
2400,TiK ToK,Ke$ha,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,1,2010
2401,Need You Now,Lady Antebellum,https://charts-static.billboard.com/img/2017/07/lady-antebellum-53x53.jpg,2,2010
2402,"Hey, Soul Sister",Train,https://charts-static.billboard.com/img/2017/05/train-53x53.jpg,3,2010
2403,California Gurls,Katy Perry Featuring Snoop Dogg,https://charts-static.billboard.com/img/2010/05/katy-perry-04d-53x53.jpg,4,2010
2404,OMG,Usher Featuring will.i.am,https://charts-static.billboard.com/img/2010/03/usher-oqp-53x53.jpg,5,2010
2405,Airplanes,B.o.B Featuring Hayley Williams,https://charts-static.billboard.com/img/2010/05/bob-1-t7h-53x53.jpg,6,2010
2406,Love The Way You Lie,Eminem Featuring Rihanna,https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0,7,2010
2407,Bad Romance,Lady Gaga,https://charts-static.billboard.com/img/2009/11/lady-gaga-lkc-53x53.jpg,8,2010
2408,Dynamite,Taio Cruz,https://charts-static.billboard.com/img/2010/06/taio-cruz-vf6-53x53.jpg,9,2010
2409,Break Your Heart,Taio Cruz Featuring Ludacris,https://charts-static.billboard.com/img/2010/02/taio-cruz-vf6-53x53.jpg,10,2010
2410,Nothin' On You,B.o.B Featuring Bruno Mars,https://charts-static.billboard.com/img/2010/01/bob-1-t7h-53x53.jpg,11,2010
2411,I Like It,Enrique Iglesias Featuring Pitbull,https://charts-static.billboard.com/img/2010/05/enrique-iglesias-m5f-53x53.jpg,12,2010
2412,BedRock,Young Money Featuring Lloyd,https://charts-static.billboard.com/img/2009/10/young-money-7wj-53x53.jpg,13,2010
2413,In My Head,Jason Derulo,https://charts-static.billboard.com/img/2009/12/jason-derulo-3xq-53x53.jpg,14,2010
2414,Rude Boy,Rihanna,https://charts-static.billboard.com/img/2010/01/rihanna-t38-53x53.jpg,15,2010
2415,Telephone,Lady Gaga Featuring Beyonce,https://charts-static.billboard.com/img/2009/12/lady-gaga-gyl-53x53.jpg,16,2010
2416,Teenage Dream,Katy Perry,https://charts-static.billboard.com/img/2010/08/katy-perry-l8p-53x53.jpg,17,2010
2417,Just The Way You Are,Bruno Mars,https://charts-static.billboard.com/img/2010/08/bruno-mars-va7-53x53.jpg,18,2010
2418,Cooler Than Me,Mike Posner,https://charts-static.billboard.com/img/2010/04/mike-posner-oiz-53x53.jpg,19,2010
2419,Imma Be,The Black Eyed Peas,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-wdp-53x53.jpg,20,2010
2420,Empire State Of Mind,Jay-Z + Alicia Keys,https://charts-static.billboard.com/img/2009/09/jay-z-gbw-53x53.jpg,21,2010
2421,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,https://charts-static.billboard.com/img/2010/07/usher-oqp-53x53.jpg,22,2010
2422,Billionaire,Travie McCoy Featuring Bruno Mars,https://charts-static.billboard.com/img/2010/03/travie-mccoy-xyy-53x53.jpg,23,2010
2423,Not Afraid,Eminem,https://charts-static.billboard.com/img/2010/05/eminem-c16-53x53.jpg,24,2010
2424,Replay,Iyaz,https://charts-static.billboard.com/img/2009/08/iyaz-a7g-53x53.jpg,25,2010
2425,Sexy Chick,David Guetta Featuring Akon,https://charts-static.billboard.com/img/2009/08/david-guetta-z71-53x53.jpg,26,2010
2426,Breakeven,The Script,https://charts-static.billboard.com/img/2017/07/the-script-53x53.jpg,27,2010
2427,Your Love Is My Drug,Ke$ha,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,28,2010
2428,I Gotta Feeling,The Black Eyed Peas,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-wdp-53x53.jpg,29,2010
